production_id,date,time,turbine_name,capacity,location_name,latitude,longitude,region,status,responsible_department,wind_speed,wind_direction,energy_produced
3287,2024-06-08,14-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,3.46776,SW,1039.83218
3288,2024-06-08,14-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,10.12462,N,1045.75272
3289,2024-06-08,14-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,4.35022,NW,785.54789
3290,2024-06-08,14-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,23.13376,NE,1395.1382
3291,2024-06-08,14-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,18.95115,NW,1754.87678
3292,2024-06-08,14-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,17.31332,W,1939.56976
3293,2024-06-08,14-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,8.54112,S,726.50215
3294,2024-06-08,14-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,7.97614,E,834.88697
3295,2024-06-08,15-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,21.06742,N,716.2164
3296,2024-06-08,15-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Reactive Maintenance,Maintenance,21.25484,N,0.0
3297,2024-06-08,15-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,24.64651,W,1797.17772
3298,2024-06-08,15-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,20.17479,N,1043.21965
3299,2024-06-08,15-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,5.56809,NE,1733.1562
3300,2024-06-08,15-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,10.74863,NW,1676.31059
3301,2024-06-08,15-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,11.63402,S,1764.01965
3302,2024-06-08,15-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,9.48799,NE,1051.59201
3303,2024-06-08,15-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,7.19844,SE,1095.25337
3304,2024-06-08,15-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,21.31539,SW,926.18311
3305,2024-06-08,15-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,21.77701,S,1792.88712
3306,2024-06-08,15-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,23.61685,SW,562.62876
3307,2024-06-08,15-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,16.16532,E,746.14696
3308,2024-06-08,15-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,17.79693,E,1328.88384
3309,2024-06-08,15-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,21.88637,E,1707.40575
3310,2024-06-08,15-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,16.81054,SE,1529.05208
3311,2024-06-08,15-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,16.12454,SE,1705.59571
3312,2024-06-08,15-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,6.58529,SE,656.76241
3313,2024-06-08,16-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,12.54717,N,1901.95414
3314,2024-06-08,16-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,6.21261,SE,1180.45752
3315,2024-06-08,16-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,13.43016,S,602.11645
3316,2024-06-08,16-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,5.26637,SE,1870.91725
3317,2024-06-08,16-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,10.89149,W,1054.62075
3318,2024-06-08,16-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,5.38634,NE,1054.87956
3319,2024-06-08,16-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,10.0595,S,975.61916
3320,2024-06-08,16-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,7.53817,E,658.84259
3321,2024-06-08,16-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,6.2864,SE,1310.4644
3322,2024-06-08,16-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Preventive Maintenance,Maintenance,22.9826,NE,0.0
3323,2024-06-08,16-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,2.83968,N,1355.1881
3324,2024-06-08,16-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,10.1945,NW,1970.60583
3325,2024-06-08,16-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,14.52474,W,1628.9092
3326,2024-06-08,16-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,10.49461,N,1841.27659
3327,2024-06-08,16-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,2.70846,S,636.41629
3328,2024-06-08,16-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Preventive Maintenance,Maintenance,6.19481,NE,0.0
3329,2024-06-08,16-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,3.83948,NW,1586.73386
3330,2024-06-08,16-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,24.01462,S,1635.5609
3331,2024-06-08,17-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,4.19162,NE,1828.26645
3332,2024-06-08,17-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,3.57074,S,908.90682
3333,2024-06-08,17-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,24.55048,S,667.47381
3334,2024-06-08,17-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,10.5419,NW,1724.15429
3335,2024-06-08,17-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Preventive Maintenance,Maintenance,21.86496,NE,0.0
3336,2024-06-08,17-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,16.98014,E,1659.68231
3337,2024-06-08,17-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Fault,Engineering,23.06505,S,0.0
3338,2024-06-08,17-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,12.05456,SE,691.70326
3339,2024-06-08,17-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,2.21628,E,828.00106
3340,2024-06-08,17-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,20.73617,E,1216.4599
3341,2024-06-08,17-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,4.07472,SE,738.6919
3342,2024-06-08,17-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,20.46221,N,781.66039
3343,2024-06-08,17-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,14.68985,N,1181.5679
3344,2024-06-08,17-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,4.57927,N,1047.1834
3345,2024-06-08,17-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,14.53332,NW,1231.19275
3346,2024-06-08,17-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Preventive Maintenance,Maintenance,6.97877,SE,0.0
3347,2024-06-08,17-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,24.38153,W,1728.80295
3348,2024-06-08,17-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,16.3267,S,504.31177
3349,2024-06-08,18-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,23.08256,S,1126.98116
3350,2024-06-08,18-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,13.05903,NW,1097.26114
3351,2024-06-08,18-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,3.45883,NW,1678.29435
3352,2024-06-08,18-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,15.97428,N,1018.16834
3353,2024-06-08,18-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,17.1864,W,1224.82221
3354,2024-06-08,18-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,13.96211,W,1392.17845
3355,2024-06-08,18-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,7.04553,S,1394.7631
3356,2024-06-08,18-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,15.70568,E,695.39843
3357,2024-06-08,18-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,18.76404,NE,1763.36894
3358,2024-06-08,18-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Inspection,Maintenance,5.93558,NW,0.0
3359,2024-06-08,18-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,3.90701,NE,1631.31946
3360,2024-06-08,18-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,19.36262,S,1485.67885
3361,2024-06-08,18-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,5.07965,S,1179.83359
3362,2024-06-08,18-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,21.43454,NE,913.83153
3363,2024-06-08,18-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,2.72405,SW,1330.43046
3364,2024-06-08,18-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,14.71788,E,1869.67119
3365,2024-06-08,18-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,8.21476,NE,1459.69863
3366,2024-06-08,18-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,16.86662,E,1661.8071
3367,2024-06-08,19-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,11.18081,SE,656.73904
3368,2024-06-08,19-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,3.38365,S,1272.75559
3369,2024-06-08,19-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,4.57074,N,1641.24336
3370,2024-06-08,19-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,13.80664,SE,546.85258
3371,2024-06-08,19-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,20.42522,N,1355.09799
3372,2024-06-08,19-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,13.95123,E,757.48111
3373,2024-06-08,19-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,5.62226,E,1825.60778
3374,2024-06-08,19-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,9.13351,SE,1123.43474
3375,2024-06-08,19-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,23.10457,N,1641.19541
3376,2024-06-08,19-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,17.1853,W,1384.10243
3377,2024-06-08,19-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,9.47799,W,1531.68603
3378,2024-06-08,19-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,21.41796,SW,1852.75792
3379,2024-06-08,19-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,21.61609,W,1217.82628
3380,2024-06-08,19-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,22.22966,SW,1717.79112
3381,2024-06-08,19-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,24.25592,NE,956.69582
3382,2024-06-08,19-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,18.99296,S,1723.04889
3383,2024-06-08,19-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,2.35338,SE,600.49105
3384,2024-06-08,19-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,12.21358,SE,1599.50173
3385,2024-06-08,20-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,18.33679,E,532.71737
3386,2024-06-08,20-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,17.56174,SW,528.19265
3387,2024-06-08,20-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,14.36523,N,1750.56748
3388,2024-06-08,20-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,17.84448,NE,1768.87106
3389,2024-06-08,20-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,16.2063,N,801.57131
3390,2024-06-08,20-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Preventive Maintenance,Maintenance,14.21341,SE,0.0
3391,2024-06-08,20-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,22.63561,NE,1505.56379
3392,2024-06-08,20-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,6.39699,E,1286.73934
3393,2024-06-08,20-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,16.36407,S,1740.63698
3394,2024-06-08,20-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,2.46714,W,1989.37089
3395,2024-06-08,20-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,7.79876,W,1354.19072
3396,2024-06-08,20-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,4.16983,E,782.96664
3397,2024-06-08,20-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,7.6355,N,1775.85111
3398,2024-06-08,20-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,9.1531,S,572.48653
3399,2024-06-08,20-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,9.74426,NW,1758.72935
3400,2024-06-08,20-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,16.63223,W,1474.04158
3401,2024-06-08,20-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,19.05128,SE,1403.94235
3402,2024-06-08,20-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,18.76715,NW,926.72532
3403,2024-06-08,21-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,20.06805,E,1785.25082
3404,2024-06-08,21-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,2.959,SW,649.32719
3405,2024-06-08,21-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,14.31799,S,1713.42553
3406,2024-06-08,21-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,23.88204,NE,908.23892
3407,2024-06-08,21-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,19.62066,E,1937.05714
3408,2024-06-08,21-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,16.40529,NE,1569.98655
3409,2024-06-08,21-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,10.37079,SW,624.85576
3410,2024-06-08,21-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,7.50567,E,644.70296
3411,2024-06-08,21-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,11.21503,N,790.93112
3412,2024-06-08,21-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Offline,Operations,20.1107,SW,0.0
3413,2024-06-08,21-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,5.81187,SW,1001.65479
3414,2024-06-08,21-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,5.43074,W,1988.28775
3415,2024-06-08,21-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,21.45928,N,1506.17605
3416,2024-06-08,21-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,2.9845,W,1043.1032
3417,2024-06-08,21-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,15.03926,W,543.25431
3418,2024-06-08,21-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,10.85192,S,628.10067
3419,2024-06-08,21-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Preventive Maintenance,Maintenance,2.14346,N,0.0
3420,2024-06-08,21-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,7.72663,S,831.07295
3421,2024-06-08,22-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,5.29123,SW,515.78474
3422,2024-06-08,22-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,17.22086,SE,1857.36565
3423,2024-06-08,22-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,9.94036,SE,1868.19933
3424,2024-06-08,22-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,14.5728,SW,1445.80357
3425,2024-06-08,22-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,6.09152,NW,929.57369
3426,2024-06-08,22-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,10.6795,W,1500.84747
3427,2024-06-08,22-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,7.79931,NW,1086.51487
3428,2024-06-08,22-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,22.6297,NW,1355.8297
3429,2024-06-08,22-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,24.9543,SW,753.85517
3430,2024-06-08,22-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,19.795,E,1179.21038
3431,2024-06-08,22-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,18.61946,S,502.54232
3432,2024-06-08,22-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,16.84825,SE,1241.61566
3433,2024-06-08,22-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,20.93195,E,1284.57104
3434,2024-06-08,22-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Reactive Maintenance,Maintenance,18.54152,NW,0.0
3435,2024-06-08,22-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Reactive Maintenance,Maintenance,12.02208,SW,0.0
3436,2024-06-08,22-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,14.46735,E,803.07385
3437,2024-06-08,22-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,16.83587,NE,1612.18693
3438,2024-06-08,22-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,20.89544,N,1471.01673
3439,2024-06-08,23-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,8.70255,E,1161.98402
3440,2024-06-08,23-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,9.45238,S,1187.85379
3441,2024-06-08,23-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,4.52929,N,1836.04203
3442,2024-06-08,23-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,6.70033,NE,1961.3855
3443,2024-06-08,23-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,7.91422,S,511.35774
3444,2024-06-08,23-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,21.86044,S,725.98782
3445,2024-06-08,23-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,23.30452,SE,614.68552
3446,2024-06-08,23-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,3.18083,NW,1990.55308
3447,2024-06-08,23-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,10.29978,W,1343.49561
3448,2024-06-08,23-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,24.45717,NE,1747.45807
3449,2024-06-08,23-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,8.44403,W,1844.6967
3450,2024-06-08,23-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,22.22921,NE,1251.41395
3451,2024-06-08,23-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,2.77814,SE,1766.43159
3452,2024-06-08,23-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,4.42459,SW,1382.60921
3453,2024-06-08,23-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,23.5276,N,1077.8763
3454,2024-06-08,23-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,12.24548,SE,1085.82186
3455,2024-06-08,23-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,18.97181,NW,678.55245
3456,2024-06-08,23-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,13.33643,E,1808.18915
3457,2024-06-09,00-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Preventive Maintenance,Maintenance,15.82437,N,0.0
3458,2024-06-09,00-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,7.76252,NE,626.00062
3459,2024-06-09,00-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,8.86621,SW,1663.73191
3460,2024-06-09,00-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Preventive Maintenance,Maintenance,3.74073,E,0.0
3461,2024-06-09,00-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,23.79232,S,1100.2637
3462,2024-06-09,00-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,18.88633,SE,838.37624
3463,2024-06-09,00-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,14.47797,SE,1161.9819
3464,2024-06-09,00-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,5.89563,E,1003.9509
3465,2024-06-09,00-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,18.17103,SE,832.34958
3466,2024-06-09,00-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,22.11114,S,760.9951
3467,2024-06-09,00-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,11.55623,E,1361.23482
3468,2024-06-09,00-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,24.97335,W,1717.74505
3469,2024-06-09,00-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,10.31887,SW,1084.65404
3470,2024-06-09,00-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,3.04418,SW,1444.30566
3471,2024-06-09,00-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,21.60417,NE,1596.88591
3472,2024-06-09,00-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Offline,Operations,21.47628,NW,0.0
3473,2024-06-09,00-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,8.80846,SW,1163.56265
3474,2024-06-09,00-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Fault,Engineering,13.00929,E,0.0
3475,2024-06-09,01-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Reactive Maintenance,Maintenance,2.94184,W,0.0
3476,2024-06-09,01-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,11.38343,NE,837.31382
3477,2024-06-09,01-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,18.3564,S,1933.63639
3478,2024-06-09,01-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,5.81945,N,861.76686
3479,2024-06-09,01-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,10.74182,NE,1987.25176
3480,2024-06-09,01-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,9.44096,S,1001.88551
3481,2024-06-09,01-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,23.6065,W,609.6208
3482,2024-06-09,01-20-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,4.31506,E,1280.56637
3483,2024-06-09,01-20-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Reactive Maintenance,Maintenance,12.06824,SW,0.0
3484,2024-06-09,01-30-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,4.00994,N,589.07526
3485,2024-06-09,01-30-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,9.70806,N,1610.94484
3486,2024-06-09,01-30-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,4.68005,N,1824.99513
3487,2024-06-09,01-40-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,16.902,NE,916.02494
3488,2024-06-09,01-40-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,4.70619,E,1258.98535
3489,2024-06-09,01-40-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,13.97398,NE,898.20581
3490,2024-06-09,01-50-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,2.76449,S,895.75913
3491,2024-06-09,01-50-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,13.47754,W,1392.49682
3492,2024-06-09,01-50-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,4.02607,SW,1848.0799
3493,2024-06-09,02-00-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,23.68733,E,1812.10785
3494,2024-06-09,02-00-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,18.11286,N,1040.27942
3495,2024-06-09,02-00-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,10.92881,SE,548.96967
3496,2024-06-09,02-10-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,9.44516,W,1129.79971
3497,2024-06-09,02-10-00,Turbine B,2000,Location 2,36.7783,-119.4179,Region B,Online,Operations,7.05817,E,1759.01835
3498,2024-06-09,02-10-00,Turbine C,2500,Location 3,40.7128,-74.006,Region C,Online,Operations,24.0405,SW,871.47799
3499,2024-06-09,02-20-00,Turbine A,2200,Location 1,34.0522,-118.2437,Region A,Online,Operations,7.44444,SE,718.87381
